x0,x1,x2,x3,y
0.649,1.159,-0.203,-0.732,1
-0.103,0.151,0.242,-1.008,2
-1.02,-0.207,-0.761,-1.458,0
-1.171,-1.581,-1.727,-0.3,0
-0.805,-0.807,0.311,-1.04,0
-0.538,-1.195,0.195,-1.906,0
0.41,1.658,0.029,0.319,2
0.21,-0.252,0.526,-0.393,2
1.531,-1.028,-0.564,0.329,1
1.591,0.355,-0.628,1.28,1
-0.985,0.998,-0.343,-0.731,1
-1.149,-0.696,0.604,0.864,3
0.076,1.642,1.761,1.35,2
0.271,-0.268,0.705,1.353,3
0.908,0.386,0.13,0.303,2
-1.055,0.657,-1.011,-0.143,1
-1.762,-1.293,-0.978,-2.799,0
-0.331,-1.948,0.236,1.436,0
1.577,-0.213,0.85,0.391,2
1.834,0.96,-0.591,-0.48,1
-0.478,0.023,0.914,1.527,3
0.668,0.027,-0.134,-0.716,1
-0.195,-0.369,-1.41,-0.546,1
-0.094,-1.775,1.906,1.251,3
-0.976,1.356,-1.382,0.995,1
-0.716,-1.071,0.587,1.193,3
0.401,-1.588,-0.751,1.259,0
-0.465,0.467,-0.873,1.109,3
-2.204,1.252,0.092,-1.884,0
-1.266,0.313,0.076,-2.057,0
-0.639,-0.456,0.41,-0.539,0
0.713,-1.173,0.663,-1.445,0
-0.268,0.832,-0.912,-0.827,1
0.052,0.985,0.455,-1.065,2
1.101,-0.843,0.164,-0.969,0
1.063,0.278,-0.29,0.053,1
-1.922,0.316,0.485,0.356,3
-0.775,-0.462,-0.206,0.344,0
0.583,-0.174,-0.183,-0.045,1
1.519,-0.054,1.212,0.596,2
-0.312,0.128,0.528,-0.565,2
0.464,0.229,-0.127,0.483,1
0.175,0.701,-1.182,-1.266,1
0.433,-0.5,-0.001,2.0,3
1.055,0.264,1.618,-0.734,2
0.484,-0.886,-0.089,0.846,3
0.322,1.102,-0.712,0.691,1
2.372,1.502,0.23,-1.339,1
0.07,-0.193,0.089,0.603,3
-2.32,-0.35,-0.482,-1.889,0
0.061,-0.028,-0.373,-0.925,1
-0.034,-0.94,-0.464,1.477,3
1.776,2.255,-1.057,1.307,1
-0.174,1.267,-0.645,-0.635,1
-0.909,-0.964,0.06,-0.715,0
-0.838,0.171,-0.596,0.414,3
-1.241,-0.657,0.422,-0.283,0
-0.03,0.539,1.656,-0.067,2
0.875,0.677,-0.01,-0.214,1
-0.328,-1.2,1.199,-0.186,0
0.757,1.288,0.674,0.073,2
-1.101,0.114,0.794,-0.908,0
-0.597,-0.453,-1.226,1.41,3
-1.565,-1.405,1.025,-1.169,0
1.434,0.726,0.386,-1.386,1
1.369,-0.139,-0.192,-0.53,1
0.024,0.447,-0.756,0.438,1
0.079,-1.117,1.142,-1.58,0
-0.715,0.208,-1.011,-2.002,1
0.704,0.705,0.521,-0.795,2
0.408,-0.063,0.15,-0.03,2
0.466,-0.266,-1.036,0.762,1
2.024,0.062,-1.308,-0.898,1
-1.124,-2.175,1.764,0.489,0
-0.877,-1.15,-2.272,1.393,0
0.737,-1.074,-1.704,0.522,0
0.498,-2.758,0.295,-0.261,0
-0.082,-0.64,1.958,1.054,3
1.221,-0.646,-1.336,-0.131,1
-0.823,0.048,-1.266,1.149,3
0.39,0.53,0.526,1.275,2
1.532,0.444,1.136,-0.508,2
-0.445,-0.14,0.037,0.409,3
0.824,1.068,1.317,-0.539,2
-0.121,0.975,-0.345,0.905,2
-0.139,-1.763,0.077,-0.005,0
-1.307,-0.993,0.634,-0.846,0
-0.013,0.577,-2.214,-0.484,1
0.014,2.212,0.052,0.36,2
-0.318,-0.327,-0.236,0.975,3
-0.217,0.113,-1.388,-0.333,1
-0.783,-0.276,-0.413,-0.628,0
0.383,1.645,0.466,-1.351,2
0.222,-0.857,0.762,-0.942,0
-0.271,-0.643,0.226,1.679,3
-1.017,-1.066,1.173,-0.055,0
0.447,1.555,1.232,0.366,2
0.697,0.507,-0.527,-0.604,1
1.363,1.567,0.405,0.03,2
-1.487,-0.076,0.183,0.304,0
-0.98,-1.81,-1.62,-0.053,0
-0.594,-0.521,1.0,-1.646,0
-0.991,-0.149,-0.539,-0.364,0
0.175,0.628,0.105,1.036,2
0.393,0.407,0.64,0.754,2
-1.086,-0.186,-0.584,-0.135,0
0.786,0.059,-1.071,1.305,1
-0.068,1.535,-0.144,-0.076,2
0.996,0.301,-0.558,-0.221,1
-0.079,0.494,1.911,1.302,2
-1.351,2.112,-0.019,0.369,2
0.188,0.867,0.179,-0.642,2
-1.548,-0.71,-0.456,-1.64,0
-0.576,1.707,1.073,-2.39,2
0.964,-1.519,-0.26,0.744,0
0.65,-0.836,-0.361,0.045,0
-0.39,0.861,0.04,-1.67,1
0.526,-1.143,-0.139,-1.132,0
-0.379,-0.55,0.447,-2.088,0
-1.394,0.675,1.172,0.097,3
0.042,-0.234,1.059,-0.585,2
-1.133,0.161,-0.329,0.402,3
0.233,0.099,-0.279,-0.868,1
1.709,0.402,1.482,0.651,2
-0.306,0.377,-0.923,-2.235,1
1.241,-0.741,-1.495,0.504,1
-0.02,-0.038,-0.114,1.263,3
-1.834,0.276,-1.222,1.138,3
0.591,-0.425,-1.525,-0.799,1
-0.225,0.81,-1.259,-0.379,1
0.582,0.859,0.258,1.631,2
0.542,2.436,-1.107,-1.012,1
0.939,-0.975,-0.101,1.149,3
-1.062,-1.083,1.293,-0.789,0
0.01,0.97,0.559,1.059,2
1.174,1.022,1.776,0.471,2
-0.92,-0.746,-0.709,0.636,0
-0.78,-0.285,0.571,0.579,3
0.013,0.705,0.686,-0.668,2
-0.524,-0.282,0.214,-0.409,0
-1.255,-0.759,-1.513,1.531,3
0.611,-0.12,-0.657,0.382,1
0.426,0.342,-0.03,-0.937,1
1.679,0.3,-0.01,-0.414,1
-0.102,1.075,-0.714,-0.216,1
1.083,-2.122,0.319,-0.448,0
-2.156,0.178,0.33,1.108,3
0.395,0.519,0.195,0.647,2
-0.451,-1.034,-0.461,1.552,3
-0.139,-0.003,0.16,2.528,3
-0.088,-1.813,-1.527,0.505,0
1.302,0.267,-0.215,1.391,2
-0.303,-0.519,1.302,0.935,3
0.319,-0.114,-0.581,1.115,3
0.243,-1.412,2.14,1.428,3
-1.517,-0.27,-0.421,-0.034,0
0.139,-0.363,1.461,-0.401,2
0.174,-0.339,-0.848,1.779,3
0.258,-0.162,-0.708,0.354,1
0.158,-0.067,-0.845,-0.905,1
0.618,0.721,0.07,-0.899,1
0.275,1.386,-0.11,1.63,2
0.447,-0.291,0.253,-0.022,2
0.142,0.964,1.703,0.232,2
-0.804,0.667,0.554,-0.607,2
-0.857,-0.466,-0.382,-1.713,0
1.522,-0.211,0.427,-0.833,1
-0.49,0.94,-1.216,0.059,1
0.382,0.121,0.754,-0.125,2
0.3,-0.629,0.595,0.311,3
-0.146,-0.938,-2.389,-1.047,0
0.594,-0.931,0.19,0.99,3
0.874,-0.423,-0.868,-0.441,1
-0.017,-0.265,-0.541,-0.173,0
-0.559,0.151,2.564,0.743,3
0.366,-1.333,-0.576,0.879,0
1.497,-0.413,0.098,-0.712,1
0.181,0.767,-1.633,-0.738,1
0.066,1.167,1.458,-0.824,2
-1.25,0.242,-1.246,-0.416,0
1.631,-0.328,1.652,0.609,2
-0.004,-0.216,0.598,-0.281,0
-0.894,-0.701,-0.517,-1.815,0
1.612,-1.843,-0.767,-0.881,0
1.497,-1.009,0.608,-2.295,1
0.413,-0.647,0.676,-0.78,0
0.261,0.921,2.005,0.752,2
2.381,-1.323,0.891,0.428,2
-1.75,1.705,-0.548,-0.29,1
-0.13,-1.341,1.271,0.252,0
-0.003,-0.268,0.408,1.417,3
-0.027,0.398,-0.75,1.428,3
-0.381,-1.017,-0.313,1.153,3
1.007,-1.049,-1.23,1.798,3
0.217,-1.563,-0.513,1.787,3
0.428,-0.57,0.357,1.081,3
2.068,-0.31,-1.666,-1.633,1
-0.503,0.316,1.285,0.369,2
0.914,-0.888,1.056,-1.646,0
0.66,0.312,-0.417,-0.888,1
-1.0,0.021,-1.765,0.686,0
-0.865,-1.132,0.317,-0.912,0
1.21,0.749,0.669,0.403,2
-0.227,0.727,0.656,0.54,2
-0.403,-0.273,1.103,-0.3,0
-0.341,0.243,-0.154,0.692,3
-0.888,-1.282,0.605,-0.131,0
0.811,0.483,-0.306,-0.232,1
-1.424,-2.324,-0.888,0.391,0
0.261,-1.615,-1.821,0.592,0
-0.725,-1.252,-0.888,-0.384,0
-0.996,2.254,0.721,-0.743,2
-0.218,0.562,0.398,1.136,3
1.434,0.964,1.347,-0.532,2
-0.75,-0.456,-0.694,-0.487,0
0.447,-1.508,-2.217,0.422,0
0.036,-0.004,1.538,1.016,3
-0.684,1.378,1.967,0.89,2
-0.301,-1.668,-1.659,0.118,0
-1.176,-0.39,1.55,0.14,3
0.036,-1.365,0.98,2.145,3
-0.546,-0.905,-0.051,-1.598,0
1.225,-2.366,-0.739,-1.074,0
1.195,0.947,-0.797,0.154,1
0.777,0.564,0.505,-0.104,2
0.206,1.392,-0.71,-0.418,1
-0.335,0.457,-2.225,-0.239,1
0.848,-0.824,-1.139,-0.32,1
-0.216,0.93,-2.075,-1.184,1
-0.479,0.997,-0.301,-1.011,1
-0.057,0.81,-1.817,1.147,1
1.678,-1.114,-0.391,-0.391,1
0.79,0.439,-0.748,-1.196,1
-0.359,-1.2,-0.97,-0.433,0
-1.564,0.17,-0.444,-0.067,0
-0.676,-0.214,0.496,1.481,3
-1.179,0.177,-1.174,0.233,0
-0.344,-1.89,-0.907,-0.889,0
-1.723,0.793,-1.031,-0.675,0
-1.214,0.947,0.699,0.559,3
0.425,0.35,-0.885,-0.965,1
1.143,0.898,-1.286,-1.028,1
0.033,-0.713,0.559,0.402,3
-0.873,-0.67,-0.305,0.132,0
-0.688,1.727,0.476,0.295,2
-0.699,-1.05,1.751,0.477,3
0.412,-1.256,1.314,-0.528,0
0.012,-0.562,0.595,-1.151,0
0.072,-0.056,0.198,1.832,3
-2.438,-1.092,-0.179,-0.608,0
1.523,1.563,-1.532,0.906,1
-0.4,0.037,-0.176,1.032,3
-2.955,-0.256,-0.091,0.498,0
-1.26,1.661,1.312,-0.115,2
0.684,0.343,-0.473,0.833,1
0.89,0.842,-0.902,2.212,1
0.734,-0.048,-0.805,0.675,1
1.852,-1.02,-1.218,-0.197,1
0.544,0.033,0.903,1.164,3
-2.493,1.485,-1.004,0.276,3
-0.476,0.464,0.684,-2.154,2
-0.385,0.695,0.564,0.969,3
0.522,0.092,0.961,0.084,2
0.614,0.368,1.085,0.72,2
0.191,0.176,0.99,-0.512,2
-0.534,0.139,-0.265,-0.823,0
-0.752,-0.31,0.701,0.9,3
-0.563,-1.068,-0.32,-1.625,0
-1.875,0.194,1.314,-0.319,0
0.527,1.173,-0.494,-0.64,1
-0.336,0.902,0.325,0.586,2
0.157,-0.932,0.765,1.162,3
-0.691,-0.337,-0.163,0.598,3
0.782,-1.225,-0.685,0.078,0
0.869,4.372,1.067,-1.083,2
-0.523,1.013,0.722,0.189,2
-1.43,-0.8,1.544,-0.347,0
1.2,1.458,2.201,-0.918,2
0.129,0.553,-1.113,2.051,3
0.153,-0.617,0.103,0.166,0
1.17,-0.546,0.683,0.488,2
0.542,-0.141,-0.195,-0.73,1
-1.556,0.018,-0.029,-0.375,0
1.705,-0.717,-0.103,-0.606,1
0.336,1.067,-2.355,0.712,1
-0.545,-0.513,-2.305,-1.277,1
-0.793,1.312,-1.138,1.147,1
0.073,-1.051,1.426,1.731,3
-0.402,-1.32,-2.21,1.496,0
0.74,-0.444,0.765,-1.052,2
1.784,0.316,0.258,-2.363,1
0.005,0.497,0.41,1.16,3
0.841,-1.162,1.451,-0.493,0
0.771,-0.716,-1.01,-0.372,1
-1.105,0.32,0.594,-0.121,3
-0.88,-0.956,1.379,-1.309,0
1.257,-0.633,-0.501,-0.206,1
0.746,-0.023,-0.522,-0.442,1
0.183,0.097,-0.697,0.637,1
-0.944,1.844,-0.543,-0.166,1
